,Name,LaptopID,RAM,HDD,SSD,Graphic,Link,Price
111,Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S340-1...,COMFNXKSMWYAPPH8,8,1,256,2,https://www.flipkart.com/lenovo-ideapad-s340-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-s340-15iil-thin-light-laptop/p/itm92c936c9447e0?pid=COMFNXKSMWYAPPH8&lid=LSTCOMFNXKSMWYAPPH8IYHV7T&marketplace=FLIPKART&srno=b_5_112&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFNXKSMWYAPPH8.SEARCH&ssid=xzclyzlx9s0000001602707744721,"62,990"
112,MSI GF63 Thin Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650...,COMFUR8XJDZHRPQM,8,0,512,4,https://www.flipkart.com/msi-gf63-thin-core-i7-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-max-q-9scsr-1039in-gaming-laptop/p/itmf6c496c5558b9?pid=COMFUR8XJDZHRPQM&lid=LSTCOMFUR8XJDZHRPQMSF6VSB&marketplace=FLIPKART&srno=b_5_113&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFUR8XJDZHRPQM.SEARCH&ssid=xzclyzlx9s0000001602707744721,"77,739"
113,HP 15s Ryzen 3 Dual Core 3250U - (4 GB/512 GB SSD/Windows 10 Home) 15s-eq1042AU Thin and Light Laptop,COMFVF6QXVEFFSGF,4,0,512,0,https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-4-gb-512-gb-ssd-windows-10-home-15s-eq1042au-thin-light-laptop/p/itme0b031da1f73e?pid=COMFVF6QXVEFFSGF&lid=LSTCOMFVF6QXVEFFSGFRV7SBF&marketplace=FLIPKART&srno=b_5_114&otracker=browse&fm=organic&iid=en_4PoLW8ppVCo6Mvy3hOd2evz%2B7aIczxjgm%2FBJ4vO1DQXgWvjOhrvYDhCGrqfQf0eEa5WcSgdUfEmXwOpcY3MsWg%3D%3D&ssid=xzclyzlx9s0000001602707744721,"39,203"
114,Dell Inspiron 3000 APU Dual Core A9 A9-9425 - (4 GB/1 TB HDD/Windows 10 Home) 3595 Laptop,COMFZFVXUTUNBGFR,4,1,0,0,https://www.flipkart.com/dell-inspiron-3000-apu-dual-core-a9-a9-9425-4-gb-1-tb-hdd-windows-10-home-3595-laptop/p/itm3e4c933b6077c?pid=COMFZFVXUTUNBGFR&lid=LSTCOMFZFVXUTUNBGFRELEHSX&marketplace=FLIPKART&srno=b_5_115&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFZFVXUTUNBGFR.SEARCH&ssid=xzclyzlx9s0000001602707744721,"27,990"
115,Acer One 14 Pentium Dual Core - (4 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,COMFUR8XH6ZS995D,4,1,0,0,https://www.flipkart.com/acer-one-14-pentium-dual-core-4-gb-1-tb-hdd-windows-10-home-z2-485-thin-light-laptop/p/itm7b6d6b88ad576?pid=COMFUR8XH6ZS995D&lid=LSTCOMFUR8XH6ZS995DJMFENX&marketplace=FLIPKART&srno=b_5_116&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFUR8XH6ZS995D.SEARCH&ssid=xzclyzlx9s0000001602707744721,"24,990"
116,Acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650...,COMFR6AAYHTCDHTG,8,0,512,4,https://www.flipkart.com/acer-aspire-7-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-a715-75g-51h8-gaming-laptop/p/itmb6b0ba7ba7c49?pid=COMFR6AAYHTCDHTG&lid=LSTCOMFR6AAYHTCDHTGRBZYBI&marketplace=FLIPKART&srno=b_5_117&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFR6AAYHTCDHTG.SEARCH&ssid=xzclyzlx9s0000001602707744721,"59,990"
117,Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK511T Thin and ...,COMFQV989Y54ZTGU,8,1,256,0,https://www.flipkart.com/asus-vivobook-14-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-x412fa-ek511t-thin-light-laptop/p/itm74ac67b13ef52?pid=COMFQV989Y54ZTGU&lid=LSTCOMFQV989Y54ZTGU0ZSDIS&marketplace=FLIPKART&srno=b_5_118&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFQV989Y54ZTGU.SEARCH&ssid=xzclyzlx9s0000001602707744721,"55,990"
118,Acer Aspire 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) A515-55 Laptop,COMFQXEF6VTWVU5V,8,0,512,0,https://www.flipkart.com/acer-aspire-5-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-a515-55-laptop/p/itm618d319d052db?pid=COMFQXEF6VTWVU5V&lid=LSTCOMFQXEF6VTWVU5VHU4TWK&marketplace=FLIPKART&srno=b_5_119&otracker=browse&fm=organic&iid=83d35c6e-4e37-4586-a202-29412533fa2c.COMFQXEF6VTWVU5V.SEARCH&ssid=xzclyzlx9s0000001602707744721,"53,490"
119,Acer Swift 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF314-57 Thin and Light Laptop,COMFRWT5YZU9AQ6U,8,0,512,0,https://www.flipkart.com/acer-swift-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-sf314-57-thin-light-laptop/p/itmb46ed2c9d2d10?pid=COMFRWT5YZU9AQ6U&lid=LSTCOMFRWT5YZU9AQ6UAIXTAW&marketplace=FLIPKART&srno=b_5_120&otracker=browse&fm=organic&iid=en_4PoLW8ppVCo6Mvy3hOd2evz%2B7aIczxjgm%2FBJ4vO1DQV7JLJyS1lzoHMeszS0kgTZ%2F2hyrotRzugfRcwDqntThQ%3D%3D&ssid=xzclyzlx9s0000001602707744721,"61,065"
120,Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK511T Thin and ...,COMFQV989Y54ZTGU,8,1,256,0,https://www.flipkart.com/asus-vivobook-14-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-x412fa-ek511t-thin-light-laptop/p/itm74ac67b13ef52?pid=COMFQV989Y54ZTGU&lid=LSTCOMFQV989Y54ZTGU0ZSDIS&marketplace=FLIPKART&srno=b_6_121&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFQV989Y54ZTGU.SEARCH&ssid=n323usf6mo0000001602707746325,"55,990"
121,Acer Aspire 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) A515-55 Laptop,COMFQXEF6VTWVU5V,8,0,512,0,https://www.flipkart.com/acer-aspire-5-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-a515-55-laptop/p/itm618d319d052db?pid=COMFQXEF6VTWVU5V&lid=LSTCOMFQXEF6VTWVU5VHU4TWK&marketplace=FLIPKART&srno=b_6_122&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFQXEF6VTWVU5V.SEARCH&ssid=n323usf6mo0000001602707746325,"53,490"
122,HP Pavilion x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-dw0071TU 2 in 1 Laptop,COMFV5HZVUABCCGH,16,0,1,0,https://www.flipkart.com/hp-pavilion-x360-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-14-dw0071tu-2-1-laptop/p/itmad4948d9176ba?pid=COMFV5HZVUABCCGH&lid=LSTCOMFV5HZVUABCCGHWWRVNW&marketplace=FLIPKART&srno=b_6_123&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFV5HZVUABCCGH.SEARCH&ssid=n323usf6mo0000001602707746325,"1,09,127"
123,Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,COMFSH28EBGAMXZH,8,1,0,4,https://www.flipkart.com/lenovo-ideapad-l340-core-i5-9th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-l340-15irh-gaming-laptop/p/itm956f5c12ef271?pid=COMFSH28EBGAMXZH&lid=LSTCOMFSH28EBGAMXZHLEHTWD&marketplace=FLIPKART&srno=b_6_124&otracker=browse&fm=organic&iid=en_606kjhf3oIUQSeQ1cqQf%2FKGYaw24hVRjNPc1OUaDtAdlCxe8jx%2BWJ7z3YMscUls7UnSaD%2B7lVg36KZBHwT8LNw%3D%3D&ssid=n323usf6mo0000001602707746325,"58,990"
124,Lenovo IdeaPad Gaming 3i Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,COMFSYCZQMZYXYNV,8,1,256,4,https://www.flipkart.com/lenovo-ideapad-gaming-3i-core-i7-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-15imh05-laptop/p/itmff57beff716be?pid=COMFSYCZQMZYXYNV&lid=LSTCOMFSYCZQMZYXYNVRMEMZX&marketplace=FLIPKART&srno=b_6_125&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFSYCZQMZYXYNV.SEARCH&ssid=n323usf6mo0000001602707746325,"82,990"
125,Acer Aspire 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) A514-53-59U1 Thin and Light Laptop,COMFTV2BBNGE8HH7,8,0,512,0,https://www.flipkart.com/acer-aspire-5-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-a514-53-59u1-thin-light-laptop/p/itm29b72968febf9?pid=COMFTV2BBNGE8HH7&lid=LSTCOMFTV2BBNGE8HH7E2NENH&marketplace=FLIPKART&srno=b_6_126&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFTV2BBNGE8HH7.SEARCH&ssid=n323usf6mo0000001602707746325,"51,990"
126,Lenovo Ideapad 3 Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,COMFTPG2XHWE6BYW,4,1,0,0,https://www.flipkart.com/lenovo-ideapad-3-athlon-dual-core-3050u-4-gb-1-tb-hdd-windows-10-home-15ada05-laptop/p/itmc594fe613c990?pid=COMFTPG2XHWE6BYW&lid=LSTCOMFTPG2XHWE6BYWSIEMA9&marketplace=FLIPKART&srno=b_6_127&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFTPG2XHWE6BYW.SEARCH&ssid=n323usf6mo0000001602707746325,"27,990"
127,HP 15s Ryzen 3 Dual Core 3250U - (4 GB/512 GB SSD/Windows 10 Home) 15s-eq1042AU Thin and Light Laptop,COMFVF6QXVEFFSGF,4,0,512,0,https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-4-gb-512-gb-ssd-windows-10-home-15s-eq1042au-thin-light-laptop/p/itme0b031da1f73e?pid=COMFVF6QXVEFFSGF&lid=LSTCOMFVF6QXVEFFSGFRV7SBF&marketplace=FLIPKART&srno=b_6_128&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFVF6QXVEFFSGF.SEARCH&ssid=n323usf6mo0000001602707746325,"39,203"
128,Lenovo Ideapad L340 Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,COMFTPG2GWDDFAEA,8,1,256,4,https://www.flipkart.com/lenovo-ideapad-l340-core-i7-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-l340-15irh-gaming-laptop/p/itma578624715559?pid=COMFTPG2GWDDFAEA&lid=LSTCOMFTPG2GWDDFAEA1AYPGH&marketplace=FLIPKART&srno=b_6_129&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFTPG2GWDDFAEA.SEARCH&ssid=n323usf6mo0000001602707746325,"74,990"
129,Asus ROG Strix G Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Gefo...,COMFG9YREHZ9VBKH,8,1,256,4,https://www.flipkart.com/asus-rog-strix-g-core-i5-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-g531gt-bq024t-gaming-laptop/p/itmfg9yrrazqt7dk?pid=COMFG9YREHZ9VBKH&lid=LSTCOMFG9YREHZ9VBKH8WVPW9&marketplace=FLIPKART&srno=b_6_130&otracker=browse&fm=organic&iid=en_606kjhf3oIUQSeQ1cqQf%2FKGYaw24hVRjNPc1OUaDtAcU5VkbzU1RJxo9FgNBiIEx%2FVaL4S%2FEcyMmjzVejyfrjQ%3D%3D&ssid=n323usf6mo0000001602707746325,"74,990"
130,Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15IML05 Laptop,COMFS9YWKSHZG4E2,8,1,0,2,https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-15iml05-laptop/p/itme6cf03f26ab08?pid=COMFS9YWKSHZG4E2&lid=LSTCOMFS9YWKSHZG4E2ELOVCL&marketplace=FLIPKART&srno=b_6_131&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFS9YWKSHZG4E2.SEARCH&ssid=n323usf6mo0000001602707746325,"57,990"
131,HP 15s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15q-DS3001TU Laptop,COMFUR8XAAVKMDYT,8,1,0,0,https://www.flipkart.com/hp-15s-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-15q-ds3001tu-laptop/p/itmca15395244b30?pid=COMFUR8XAAVKMDYT&lid=LSTCOMFUR8XAAVKMDYTHNMCDC&marketplace=FLIPKART&srno=b_6_132&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFUR8XAAVKMDYT.SEARCH&ssid=n323usf6mo0000001602707746325,"39,788"
132,Asus VivoBook 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-EK584T Thin and Li...,COMFSKF9GJZQMAZF,8,0,512,0,https://www.flipkart.com/asus-vivobook-14-ryzen-5-hexa-core-4500u-8-gb-512-gb-ssd-windows-10-home-m413ia-ek584t-thin-light-laptop/p/itmd91cd0369a752?pid=COMFSKF9GJZQMAZF&lid=LSTCOMFSKF9GJZQMAZFEB61DK&marketplace=FLIPKART&srno=b_6_133&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFSKF9GJZQMAZF.SEARCH&ssid=n323usf6mo0000001602707746325,"50,991"
133,HP 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-ck2018TU Thin and Light Laptop,COMFVD2WVZWBNKZA,8,0,512,0,https://www.flipkart.com/hp-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-14-ck2018tu-thin-light-laptop/p/itm0b2aab6f42997?pid=COMFVD2WVZWBNKZA&lid=LSTCOMFVD2WVZWBNKZABYRW7T&marketplace=FLIPKART&srno=b_6_134&otracker=browse&fm=organic&iid=en_606kjhf3oIUQSeQ1cqQf%2FKGYaw24hVRjNPc1OUaDtAftqMtGse4yIwLX6sfLnm086UyHkjjW%2BGI9fbS4%2FwRBEA%3D%3D&ssid=n323usf6mo0000001602707746325,"52,990"
134,Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3593 Laptop,COMFUZ3JVGCCQXRP,8,0,512,0,https://www.flipkart.com/dell-inspiron-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-3593-laptop/p/itmfb17aae0ab966?pid=COMFUZ3JVGCCQXRP&lid=LSTCOMFUZ3JVGCCQXRPKPYRBO&marketplace=FLIPKART&srno=b_6_135&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFUZ3JVGCCQXRP.SEARCH&ssid=n323usf6mo0000001602707746325,"56,962"
135,Acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,COMF8YNYQUHM29MH,8,0,256,0,https://www.flipkart.com/acer-swift-5-core-i5-8th-gen-8-gb-256-gb-ssd-windows-10-home-sf514-52t-thin-light-laptop/p/itmf3s3222t4ugsu?pid=COMF8YNYQUHM29MH&lid=LSTCOMF8YNYQUHM29MHXUDKZV&marketplace=FLIPKART&srno=b_6_136&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMF8YNYQUHM29MH.SEARCH&ssid=n323usf6mo0000001602707746325,"64,990"
136,Microsoft Surface Pro 7 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1866 2 in 1 Laptop,COMFZPBXP9FTJXPM,8,0,128,0,https://www.flipkart.com/microsoft-surface-pro-7-core-i5-10th-gen-8-gb-128-gb-ssd-windows-10-home-1866-2-1-laptop/p/itm7a28352b76dd8?pid=COMFZPBXP9FTJXPM&lid=LSTCOMFZPBXP9FTJXPMIITYTE&marketplace=FLIPKART&srno=b_6_137&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFZPBXP9FTJXPM.SEARCH&ssid=n323usf6mo0000001602707746325,"90,990"
137,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,COMFQQHEBNZESBTH,8,1,0,0,https://www.flipkart.com/lenovo-ideapad-s145-ryzen-5-quad-core-3500u-8-gb-1-tb-hdd-windows-10-home-s145-15api-laptop/p/itme828078a84cf4?pid=COMFQQHEBNZESBTH&lid=LSTCOMFQQHEBNZESBTH0YUZU5&marketplace=FLIPKART&srno=b_6_138&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFQQHEBNZESBTH.SEARCH&ssid=n323usf6mo0000001602707746325,"38,990"
138,HP 14s Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR1008TU Thin and Light Laptop,COMFUR8XZE6NH5GS,8,0,512,0,https://www.flipkart.com/hp-14s-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dr1008tu-thin-light-laptop/p/itmbf1b1cd365d0a?pid=COMFUR8XZE6NH5GS&lid=LSTCOMFUR8XZE6NH5GSPH1VV7&marketplace=FLIPKART&srno=b_6_139&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFUR8XZE6NH5GS.SEARCH&ssid=n323usf6mo0000001602707746325,"51,483"
139,Dell Vostro Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3491 Thin and Light L...,COMFTZ8FD2UNBYFM,8,1,256,0,https://www.flipkart.com/dell-vostro-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3491-thin-light-laptop/p/itm721e6f9620f92?pid=COMFTZ8FD2UNBYFM&lid=LSTCOMFTZ8FD2UNBYFMC9F7C4&marketplace=FLIPKART&srno=b_6_140&otracker=browse&fm=organic&iid=en_606kjhf3oIUQSeQ1cqQf%2FKGYaw24hVRjNPc1OUaDtAf1xYUKyiqrtuDyZQobq7PAmnZzyK9h1YLNIsZ%2BcEbvDQ%3D%3D&ssid=n323usf6mo0000001602707746325,"53,490"
140,Dell G3 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650) G3 3...,COMFRHFBFMNHVYE9,8,0,512,4,https://www.flipkart.com/dell-g3-core-i5-9th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-3590-g3-15-3590-gaming-laptop/p/itm04ad795261c5c?pid=COMFRHFBFMNHVYE9&lid=LSTCOMFRHFBFMNHVYE9XAY18I&marketplace=FLIPKART&srno=b_6_141&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFRHFBFMNHVYE9.SEARCH&ssid=n323usf6mo0000001602707746325,"69,990"
141,Asus VivoBook 14 Ryzen 5 Quad Core 3500U 2nd Gen - (8 GB/512 GB SSD/Windows 10 Home) X412DA-EK502T Thi...,COMFMCSBXN5KBXAH,8,0,512,0,https://www.flipkart.com/asus-vivobook-14-ryzen-5-quad-core-3500u-2nd-gen-8-gb-512-gb-ssd-windows-10-home-x412da-ek502t-thin-light-laptop/p/itmf9773679d0d51?pid=COMFMCSBXN5KBXAH&lid=LSTCOMFMCSBXN5KBXAHHZCIAZ&marketplace=FLIPKART&srno=b_6_142&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFMCSBXN5KBXAH.SEARCH&ssid=n323usf6mo0000001602707746325,"52,990"
142,HP Pavilion Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,COMFU2RFF4TQX2AA,8,1,256,4,https://www.flipkart.com/hp-pavilion-gaming-core-i5-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15-dk0272tx-laptop/p/itm58e923572f6a0?pid=COMFU2RFF4TQX2AA&lid=LSTCOMFU2RFF4TQX2AAPRMDUQ&marketplace=FLIPKART&srno=b_6_143&otracker=browse&fm=organic&iid=43b00670-7a84-4d19-b3b4-6afbf82962e3.COMFU2RFF4TQX2AA.SEARCH&ssid=n323usf6mo0000001602707746325,"73,990"
143,Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK...,COMFQV98ZWHDFGZ7,8,1,256,2,https://www.flipkart.com/asus-vivobook-14-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-x412fj-ek513t-thin-light-laptop/p/itmc732a713de7e6?pid=COMFQV98ZWHDFGZ7&lid=LSTCOMFQV98ZWHDFGZ7O1IMVP&marketplace=FLIPKART&srno=b_6_144&otracker=browse&fm=organic&iid=en_606kjhf3oIUQSeQ1cqQf%2FKGYaw24hVRjNPc1OUaDtAcNZm6rc%2F60wvQ6kv7dYuYWn8e4mya0yZyGDG7iMMf3eQ%3D%3D&ssid=n323usf6mo0000001602707746325,"59,990"
144,Asus ROG Zephyrus G15 (2020) Ryzen 7 Quad Core 3750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics...,COMFTWZDGWUTMFPC,16,0,512,6,https://www.flipkart.com/asus-rog-zephyrus-g15-2020-ryzen-7-quad-core-3750h-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-max-q-design-ga502du-hn100t-gaming-laptop/p/itmaaf329804ef94?pid=COMFTWZDGWUTMFPC&lid=LSTCOMFTWZDGWUTMFPCPT9TIR&marketplace=FLIPKART&srno=b_7_145&otracker=browse&fm=organic&iid=52152646-fda4-4318-bcca-4cc5d4d1aed2.COMFTWZDGWUTMFPC.SEARCH&ssid=92jacjx8kw0000001602707747700,"82,590"
145,LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z990 Thin and Light Laptop,COMFU2JFAGAGBGKN,8,0,256,0,https://www.flipkart.com/lg-gram-core-i5-8th-gen-8-gb-256-gb-ssd-windows-10-home-14z990-thin-light-laptop/p/itmf61e28b433581?pid=COMFU2JFAGAGBGKN&lid=LSTCOMFU2JFAGAGBGKNNYMI9J&marketplace=FLIPKART&srno=b_7_146&otracker=browse&fm=organic&iid=52152646-fda4-4318-bcca-4cc5d4d1aed2.COMFU2JFAGAGBGKN.SEARCH&ssid=92jacjx8kw0000001602707747700,"64,490"
146,Dell G3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,COMFUUBMKU3GHYWF,8,1,256,4,https://www.flipkart.com/dell-g3-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-3500-gaming-laptop/p/itme9b25dfbcbc7e?pid=COMFUUBMKU3GHYWF&lid=LSTCOMFUUBMKU3GHYWFQZBNR6&marketplace=FLIPKART&srno=b_7_147&otracker=browse&fm=organic&iid=52152646-fda4-4318-bcca-4cc5d4d1aed2.COMFUUBMKU3GHYWF.SEARCH&ssid=92jacjx8kw0000001602707747700,"73,990"
147,Asus ZenBook Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX325JA-EG135TS Thin and Light Lapto...,COMFTBYV286XSF8J,8,0,512,0,https://www.flipkart.com/asus-zenbook-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-ux325ja-eg135ts-thin-light-laptop/p/itmfc411abc3835a?pid=COMFTBYV286XSF8J&lid=LSTCOMFTBYV286XSF8JFLHHZ3&marketplace=FLIPKART&srno=b_7_148&otracker=browse&fm=organic&iid=52152646-fda4-4318-bcca-4cc5d4d1aed2.COMFTBYV286XSF8J.SEARCH&ssid=92jacjx8kw0000001602707747700,"79,990"
148,Asus VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM342T Laptop,COMFZJWEHPTXGXZS,4,1,0,0,https://www.flipkart.com/asus-vivobook-15-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-x543ua-dm342t-laptop/p/itma5ff8b7bbe30b?pid=COMFZJWEHPTXGXZS&lid=LSTCOMFZJWEHPTXGXZSKDQLGI&marketplace=FLIPKART&srno=b_7_149&otracker=browse&fm=organic&iid=52152646-fda4-4318-bcca-4cc5d4d1aed2.COMFZJWEHPTXGXZS.SEARCH&ssid=92jacjx8kw0000001602707747700,"31,990"
149,Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,COMFSH28EBGAMXZH,8,1,0,4,https://www.flipkart.com/lenovo-ideapad-l340-core-i5-9th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-l340-15irh-gaming-laptop/p/itm956f5c12ef271?pid=COMFSH28EBGAMXZH&lid=LSTCOMFSH28EBGAMXZHLEHTWD&marketplace=FLIPKART&srno=b_7_150&otracker=browse&fm=organic&iid=en_9U1n9ZfiRfjqlqdrq0%2Fh1VylIKfn9nBnxFkJYYI4cgEaB2WT10tbdsxvMs%2BvwDU6UnSaD%2B7lVg36KZBHwT8LNw%3D%3D&ssid=92jacjx8kw0000001602707747700,"58,990"
